0	,0	,22	,28	,0	,0	,0	,0	,1	,0	,0	,0	,327	,0	,7	,0	,0	,131	,311	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1837	
0	,0	,0	,0	,0	,71	,0	,0	,0	,0	,0	,0	,0	,0	,1734	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,22	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,537	
0	,0	,0	,0	,0	,0	,0	,13	,0	,0	,0	,0	,0	,0	,0	,0	,510	,0	,454	
0	,0	,0	,0	,0	,0	,0	,0	,2	,0	,0	,0	,0	,0	,0	,0	,0	,318	,755	
0	,0	,0	,0	,0	,0	,0	,0	,0	,1940	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,238	,0	,0	,0	,0	,0	,0	,0	,0	,792	,0	,0	,0	,0	,0	,398	,0	,354	
0	,0	,957	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,400	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1696	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,976	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,55	
0	,0	,0	,0	,0	,0	,2	,0	,0	,0	,0	,0	,0	,0	,0	,37	,0	,73	,54	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,197	,0	,175	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,325	,236	
1514	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,82	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,1037	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,73	,94	,0	,1	,0	,0	,2	,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	
0	,0	,0	,0	,645	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,1496	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,54	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1343	
0	,0	,0	,0	,0	,0	,0	,139	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,1340	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,873	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,164	,0	,0	,0	,0	,0	,83	,0	,73	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1941	,0	,0	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1200	,0	,24	,0	,0	,483	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1673	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1060	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,350	,0	,689	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1015	,0	,903	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,587	,0	
25	,0	,0	,0	,0	,0	,0	,0	,0	,422	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,1272	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,1209	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1154	
0	,0	,0	,0	,852	,0	,0	,0	,0	,0	,0	,0	,0	,219	,0	,0	,0	,0	,0	
0	,0	,0	,0	,0	,4	,0	,0	,0	,0	,0	,0	,0	,0	,14	,0	,0	,0	,271	
0	,0	,0	,0	,0	,0	,52	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1310	
0	,0	,0	,0	,0	,0	,0	,105	,0	,0	,0	,0	,0	,0	,0	,0	,605	,0	,538	
0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1079	
